counterparty_country,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
AUT,24,540.3839130434783,46,201.2,27.629779526812634,14.45,6207.67,14.45,5.045389008741676,926.254343099548,936.4895084314217,936.4895084314217,24857.66,857947.1081107751,877012.5994021257,877012.5994021257
BRA,18,287.6627777777778,54,841.94,18.484211690924813,2506.0,2506.0,0.72,3.7342925044441797,381.5626316648745,385.14545798353373,385.14545798353373,15533.79,145590.0418830247,148337.02380534593,148337.02380534593
BRA,8,477.03934426229523,61,115.08,41.76407734266015,3.2,9341.26,1.25,6.259312888111127,1227.1864868729217,1237.3707817207537,1237.3707817207537,29099.40000000001,1505986.673563504,1531086.451456229,1531086.451456229
MEX,8,512.2348780487805,41,301.2,4.738118009338577,39.9,2640.0,4.95,2.2295038690557925,597.8118605752962,605.2383796163374,605.2383796163374,21001.63,357379.02064449736,366313.49616060976,366313.49616060976
ZAF,11,848.0775925925924,54,2474.74,35.51026077735491,1.25,19150.66,1.25,5.8396116500414985,2716.78189993639,2742.292148806091,2742.292148806091,45796.18999999999,7380903.8918219805,7520166.229403527,7520166.229403527
ITA,23,293.1638888888889,54,22.2,1.6996457538938357,81.36,1188.0,2.95,1.3058140944525887,273.1459372272731,275.7107440807709,275.7107440807709,15830.85,74608.70302376544,76016.41440157233,76016.41440157233
ESP,10,361.7119696969697,66,259.65,22.0337850022104,23.24,3978.99,1.25,4.292400389730603,577.8498654894022,582.2778985626384,582.2778985626384,23872.989999999998,333910.46704612026,339047.55115452217,339047.55115452217
ESP,8,251.29825000000005,40,1526.92,9.323532461041792,15.0,1526.92,6.25,2.822176728291736,280.05170454656667,283.61938601319196,283.61938601319196,10051.930000000002,78428.95721943748,80439.95612249998,80439.95612249998
IND,4,302.8803076923078,65,306.84,46.12887578250483,9.49,4406.61,1.25,6.541186833100645,546.1058689695453,550.3557841863787,550.3557841863787,19687.220000000005,298231.62012298225,302891.4891874039,302891.4891874039
ESP,11,308.3701694915256,59,392.62,9.865291198951757,17.4,2054.92,1.65,2.706843157547012,347.1055894275338,350.0850911957791,350.0850911957791,18193.84000000001,120482.29021183567,122559.57107755698,122559.57107755698
GBR,2,1014.1841999999998,50,444.42,36.65634500501448,425.14,22104.8,2.73,5.974132567914737,3161.5530893148634,3193.6508979083123,3193.6508979083123,50709.20999999999,9995417.936556358,1.019940605771057E7,1.019940605771057E7
SWE,27,434.71837209302333,43,294.62,14.4457752203997,96.75,3174.43,1.25,3.3960769223702556,527.4642632088606,533.706661124104,533.706661124104,18692.890000000003,278218.5489624662,284842.8001282392,284842.8001282392
GBR,3,719.2488636363637,44,286.92,34.91820136455297,51.0,15885.49,3.9,5.947291371863605,2373.556440187493,2400.997310659958,2400.997310659958,31646.95,5633770.174755525,5764788.085796352,5764788.085796352
IND,10,271.46803921568625,51,100.2,3.895604847704262,12.75,1268.74,4.94,1.7487800768537263,249.72546390315406,252.21035559246656,252.21035559246656,13844.869999999999,62362.80732164551,63610.06346807842,63610.06346807842
CHN,2,465.29672727272725,55,320.0,13.107010546535193,96.75,4655.85,7.5,3.6523977238778604,864.718752616983,872.6886791851833,872.6886791851833,25591.32,747738.521127471,761585.5307779798,761585.5307779798
GBR,25,415.85860465116275,43,68.1,9.22519401243266,9.9,3257.4,2.95,3.025399371923656,645.444771278028,653.0834368249966,653.0834368249966,17881.92,416598.9527701459,426517.97545514937,426517.97545514937
NLD,26,1395.4302857142854,35,114.85,20.938488952151445,133.0,22206.0,2.95,4.5197613235197815,3873.813615769708,3930.368630893879,3930.368630893879,48840.05999999999,1.5006431929722778E7,1.5447797574714625E7,1.5447797574714625E7
GRC,17,376.06399999999996,60,444.98,6.155134611145538,5.59,2215.25,5.59,2.2929616151535814,442.07960238777514,445.81029808500847,445.81029808500847,22563.839999999997,195434.37484733338,198746.8218786441,198746.8218786441
NOR,17,312.4528888888888,45,322.8,1.9144724606369037,7.05,1012.82,1.95,1.3238281990105043,227.8293702227585,230.40379510390628,230.40379510390628,14060.379999999997,51906.221936098766,53085.90879828283,53085.90879828283
ESP,30,227.86413043478268,46,205.64,0.7333517408813917,10.03,889.46,2.95,0.9564149573129667,207.75403502151795,210.04972940897258,210.04972940897258,10481.750000000004,43161.739067722105,44120.888824782596,44120.888824782596
FIN,6,481.4477358490566,53,17.4,14.929288024354534,19.6,5401.98,1.67,3.89431482040118,960.5207420243586,969.7125375052005,969.7125375052005,25516.73,922600.0958590244,940342.405394775,940342.405394775
FRA,8,337.8141025641026,39,727.36,0.05171117091962252,13.6,1140.76,5.2,0.9248400823526893,299.9482815737847,303.8693405649172,303.8693405649172,13174.750000000002,89968.97161906642,92336.57613535764,92336.57613535764
USA,14,489.7096610169492,59,2474.74,5.620544858291925,8.8,2474.74,7.5,2.0706560810965526,479.80127098328245,483.919812369086,483.919812369086,28892.870000000003,230209.25963717324,234178.3848033314,234178.3848033314
TUR,16,383.70461538461564,65,238.11,16.793434490763104,1.65,3304.03,1.65,3.8439636784786564,524.4668758773469,528.5483917210092,528.5483917210092,24940.800000000017,275065.50389254437,279363.4023908654,279363.4023908654
RUS,30,298.90125,40,81.18,2.890183262290085,436.2,1434.0,2.9,1.7969127362906778,346.2274730591689,350.63819193292,350.63819193292,11956.050000000001,119873.46310093754,122947.14164198723,122947.14164198723
RUS,28,289.6643478260869,46,159.38,0.7856735426911756,20.8,1001.21,2.1,0.9251525459645633,224.93013814585584,227.41562948977776,227.41562948977776,13324.559999999998,50593.56704631379,51717.86853623187,51717.86853623187
FRA,7,300.0142222222222,45,310.74,0.8495299827011524,64.7,974.62,7.5,1.0981571225008795,228.74769662946116,231.3324984095492,231.3324984095492,13500.64,52325.50871328399,53514.72482040408,53514.72482040408
CHN,4,384.59125,40,302.36,5.029458200617226,57.3,2033.1,13.45,2.164179524704741,415.12817509889345,420.4166453082509,420.4166453082509,15383.65,172331.40176093756,176750.15565224364,176750.15565224364
DNK,20,357.1312765957448,47,199.65,11.986680130815301,6.95,2396.33,6.25,3.127247633003439,405.81008615348907,410.1973497233667,410.1973497233667,16785.170000000006,164681.82602390222,168261.86572007398,168261.86572007398
PRT,27,539.0074603174604,63,143.45,27.737858293302136,11.15,8281.12,0.77,5.0742269475822255,1189.9898414505287,1199.548146337004,1199.548146337004,33957.47000000001,1416075.8227554543,1438915.7553805423,1438915.7553805423
AUT,23,478.16230769230776,52,1680.88,7.579835244935927,3.3,3609.8,3.3,2.7475393690789294,708.195371016565,715.1047577655206,715.1047577655206,24864.440000000002,501540.6835292901,511374.814578884,511374.814578884
NOR,21,363.77341463414626,41,346.1,12.259570349571474,15.21,2489.11,5.9,3.035868409443259,427.3537090423373,432.6626543255713,432.6626543255713,14914.709999999997,182631.1926322427,187196.97244804876,187196.97244804876
IND,22,255.95589743589755,39,185.06,-0.37070234150449854,19.15,836.24,5.45,0.8051831672782822,225.69188713044673,228.64223309880936,228.64223309880936,9982.280000000004,50936.82791650231,52277.27075641027,52277.27075641027
FRA,1,346.5180434782609,46,334.84,1.8298533827988592,1.45,1668.84,1.45,1.453907557480428,385.2670196089278,389.5242429860621,389.5242429860621,15939.830000000002,148430.67639834597,151729.13587386475,151729.13587386475
JPN,2,689.2135294117649,68,426.56,59.946707259283784,15.9,21535.9,2.55,7.778579617599487,2577.3417486146936,2596.5044046407274,2596.5044046407274,46866.52000000001,6642690.489152247,6741835.123318699,6741835.123318699
TUR,29,330.26599999999996,45,362.45,6.759774453054138,19.63,1987.62,1.7,2.298414601142125,372.8596013062051,377.0728378781141,377.0728378781141,14861.97,139024.2822862222,142183.92506545453,142183.92506545453
BRA,24,384.63540983606555,61,362.5,33.71678358820372,76.5,4446.88,4.25,5.357771170493983,591.1389823809676,596.0447841943137,596.0447841943137,23462.76,349445.2964904059,355269.384765246,355269.384765246
BRA,21,367.95409090909106,66,358.82,24.60746020286696,23.24,4415.44,0.72,4.5855825716468015,631.8710122758255,636.7130065505959,636.7130065505959,24284.97000000001,399260.97615447646,405403.4527106992,405403.4527106992
GBR,19,1132.6835483870966,31,135.4,24.778763556409473,4.25,22206.0,4.25,5.118740058006853,3890.267992486485,3954.5742992738155,3954.5742992738155,35113.189999999995,1.5134185053364828E7,1.563865788847699E7,1.563865788847699E7
FRA,31,390.93468750000005,32,70.05,2.2187262046866083,16.5,1289.5,5.48,1.3282491490710246,287.63358988677305,292.2360195611271,292.2360195611271,12509.910000000002,82733.08203115234,85401.89112893146,85401.89112893146
MEX,17,240.5046268656717,67,362.45,1.6226185035012746,30.81,973.95,2.5,1.3700549400256838,229.48531842824826,231.217307666687,231.217307666687,16113.810000000003,52663.511374114496,53461.443364631385,53461.443364631385
USA,7,347.4164864864864,37,540.38,-0.6395706462919839,40.5,902.07,1.45,0.49772274355564516,253.44658035385018,256.94256040143614,256.94256040143614,12854.409999999996,64235.169093060635,66019.47934564565,66019.47934564565
NLD,7,592.2574999999999,56,306.4,12.307080658609044,24.75,4666.44,1.65,3.362933553678661,823.3294185310943,830.7805153692958,830.7805153692958,33166.42,677871.33141875,690196.2647172727,690196.2647172727
IND,30,253.61701754385965,57,412.22,15.636172843540205,15.12,2340.05,2.5,3.657599535403457,381.40172490601094,384.79202913468595,384.79202913468595,14456.17,145467.27576128044,148064.905685589,148064.905685589
BRA,19,253.17351851851834,54,1644.94,8.518790468296206,2.55,1915.6,1.45,2.815526987695264,372.1192831365562,375.6134375706131,375.6134375706131,13671.36999999999,138472.76088206447,141085.45448361285,141085.45448361285
ITA,28,262.4461764705882,34,22.2,0.5593676592590624,201.6,808.91,6.3,0.9019220743625808,186.48950699096602,189.29401785061387,189.29401785061387,8923.17,34778.336217733566,35832.22519402852,35832.22519402852
NLD,31,385.3308333333334,24,444.98,1.0078395001322464,2.08,1495.2,2.08,1.1449894311815354,373.1518850159707,381.1775749017392,381.1775749017392,9247.94,139242.32929097224,145296.343607971,145296.343607971
GRC,22,353.13108108108105,37,224.75,11.00900811822932,19.95,2423.6,6.48,3.1794742486848016,448.30082494021195,454.48457670801713,454.48457670801713,13065.849999999999,200973.62964207455,206556.23046546552,206556.23046546552
DEU,26,449.8756410256411,39,22.2,32.178730875611194,98.51,7298.76,10.95,5.769862642855537,1125.379692365511,1140.091162416398,1140.091162416398,17545.15,1266479.4519886922,1299807.8586199735,1299807.8586199735
ZAF,7,317.5459574468083,47,1830.02,7.8924306420218695,664.86,1830.02,0.84,2.4537347854874665,327.7803388341207,331.324013051585,331.324013051585,14924.65999999999,107439.95052621096,109775.60162460685,109775.60162460685
ZAF,13,303.95901639344277,61,114.79,32.19498413494914,9.72,3648.6,1.65,5.187626506790189,491.90626515362976,495.988544819686,495.988544819686,18541.500000000007,241971.77369739313,246004.63659234968,246004.63659234968
GBR,1,492.72526315789474,38,75.0,30.405233140989218,4.0,8915.52,1.25,5.589464459290595,1411.186140420322,1430.1290838615532,1430.1290838615532,18723.56,1991446.3229144048,2045269.1965066858,2045269.1965066858
TUR,9,245.96240740740743,54,383.07,4.2649349823924005,9.9,1219.25,0.85,2.047484144952551,267.69822307366366,270.21187655933574,270.21187655933574,13281.970000000001,71662.338636797,73014.45823371768,73014.45823371768
USA,13,348.4812962962963,54,433.5,8.939471746372396,1.06,2053.07,1.06,2.677500426169011,360.52022411060943,363.9054648028554,363.9054648028554,18817.99,129974.83199276406,132427.18731338225,132427.18731338225
DNK,2,449.6814000000002,50,326.4,23.68028869941368,16.5,5518.68,4.95,4.555657415606172,842.4321654353187,850.9849955271161,850.9849955271161,22484.07000000001,709691.9533600401,724175.4626122857,724175.4626122857
RUS,23,351.99925925925925,54,272.65,8.136208440045651,12.75,2388.2,0.38,2.5583932658396997,429.0387440928669,433.0673652850242,433.0673652850242,19007.96,184074.24393278456,187547.34287491257,187547.34287491257
TUR,11,438.613962264151,53,670.55,20.9457780539232,1.25,5350.4,1.25,4.481010583383559,857.3103212611546,865.5144347090738,865.5144347090738,23246.54,734980.9869409042,749115.2366897677,749115.2366897677
DEU,30,353.4372727272728,44,429.24,8.503955703137635,11.1,2199.12,4.95,2.646769989705153,399.5549713309662,404.17425740703544,404.17425740703544,15551.240000000002,159644.17511528925,163356.83035052853,163356.83035052853
GBR,31,1099.1250000000002,16,144.1,10.75322823583673,5.0,13249.94,5.0,3.5474920658540974,3155.2073028566606,3258.684090078898,3258.684090078898,17586.000000000004,9955333.124000002,1.0619021998933336E7,1.0619021998933336E7
CHE,11,449.9346478873238,71,4.95,59.82288344606171,12.5,11956.1,2.9,7.694878501866924,1408.0690292786107,1418.0909993779176,1418.0909993779176,31945.35999999999,1982658.3912136094,2010982.082516661,2010982.082516661
DEU,21,276.6104000000001,50,202.12,3.456230988120942,15.0,1298.18,3.35,1.815633370261541,289.9238949238921,292.8673601838574,292.8673601838574,13830.520000000004,84055.86484784001,85771.29066106124,85771.29066106124
AUT,7,363.0002272727272,44,1314.0,4.173807921429775,39.8,1695.12,2.08,2.043145682127566,390.75318359948153,395.270711523532,395.270711523532,15972.009999999998,152688.05049313014,156238.93538831922,156238.93538831922
CHE,10,409.8204761904761,42,53.4,29.355296445006502,7.25,4873.81,7.25,5.3207205555344625,735.5348113025436,744.4507103012667,744.4507103012667,17212.459999999995,541011.4586378685,554206.8600680605,554206.8600680605
PRT,26,917.1610714285717,56,294.62,21.650484624475897,55.3,15885.49,2.95,4.596876204781858,2553.3681011695667,2576.4759758029454,2576.4759758029454,51361.02000000002,6519688.660070279,6638228.453889739,6638228.453889739
AUT,8,391.9771428571428,42,204.15,25.21042436509168,14.85,5424.0,1.0,4.932385528945644,861.0447765948998,871.4820640536715,871.4820640536715,16463.039999999997,741398.1073013608,759480.9879672476,759480.9879672476
USA,10,348.3771153846154,52,406.56,2.54981870546517,96.15,1468.58,3.95,1.4212447204936045,300.1215995696036,303.04968451340244,303.04968451340244,18115.61,90072.97452821748,91839.11128367274,91839.11128367274
NLD,21,432.7209090909091,44,184.1,20.132350484999655,4.25,3762.66,4.25,4.180075874904682,592.1950857300404,599.0414991402329,599.0414991402329,19039.72,350695.0195628099,358850.71769217757,358850.71769217757
RUS,31,445.6387499999999,24,330.48,2.954351557608847,79.71,1746.72,11.8,1.7943816949289115,411.19200035093604,420.0358508333855,420.0358508333855,10695.329999999998,169078.8611526042,176430.1159853261,176430.1159853261
MEX,29,569.2848000000001,50,382.27,4.051522158313811,47.4,3680.4,2.1,2.271859287915421,873.9891333105693,882.8623469246529,882.8623469246529,28464.240000000005,763857.0051449601,779445.9236173063,779445.9236173063
FIN,16,1481.541,70,304.34,64.75661147048473,27.5,77183.6,3.3,8.162440006103791,9122.119577892936,9187.984112483686,9187.984112483686,103707.87,8.321306559337759E7,8.441905205125263E7,8.441905205125263E7
JPN,19,826.776551724138,58,330.0,49.905455969089324,2210.64,22998.4,2.1,7.106789812714344,2979.0346414947985,3005.0529052852535,3005.0529052852535,47953.04000000001,8874647.395226043,9030342.963563342,9030342.963563342
CHN,1,220.23512195121955,41,11.6,3.00805462903723,27.15,1010.95,3.25,1.6560724474068318,225.50026061443975,228.30161349760488,228.30161349760488,9029.640000000001,50850.36753718025,52121.626725609756,52121.626725609756
RUS,22,311.18432432432434,37,388.72,0.6008795022540938,19.36,1120.11,4.95,0.9461331939194907,261.4305312154081,265.0366399255073,265.0366399255073,11513.82,68345.92265157048,70244.420503003,70244.420503003
BRA,10,360.3544262295083,61,312.8,28.7975026153656,8.85,3855.84,8.85,4.897687110451075,528.2298747069003,532.6136002848739,532.6136002848739,21981.620000000006,279026.8005328676,283677.2472084154,283677.2472084154
BRA,17,371.76156250000014,64,1668.2,7.492000662202155,23.14,2251.51,2.5,2.6606904395811335,449.0099492328189,452.55949023381936,452.55949023381936,23792.74000000001,201609.93451005858,204810.09220069443,204810.09220069443
CAN,18,249.87785714285712,42,209.3,3.327219240401498,23.4,1048.64,5.0,1.4827223891776646,208.58365147934242,211.11203047758633,211.11203047758633,10494.869999999999,43507.13966445579,44568.28941236934,44568.28941236934
NOR,13,426.72317073170734,41,164.7,21.901300958359784,18.75,4279.71,6.8,4.421301494619844,682.7640036821603,691.2458693129352,691.2458693129352,17495.65,466166.684724093,477820.8518421954,477820.8518421954
NLD,3,303.85813559322037,59,244.2,5.687221863365888,40.4,1568.4,1.39,1.852441749238376,275.48196077687766,277.84665617290426,277.84665617290426,17927.63,75890.31071347317,77198.76434646409,77198.76434646409
PRT,17,439.3658139534884,43,139.86,29.17654950133086,9.87,5405.48,9.87,5.288772156536129,814.580037160632,824.2203731614748,824.2203731614748,18892.73,663540.6369406165,679339.2235344407,679339.2235344407
CAN,8,327.29936170212767,47,158.25,2.6938503697392555,22.85,1434.0,5.44,1.7323521330571627,335.03127997759003,338.6533450261635,338.6533450261635,15383.070000000002,112245.9585634223,114686.08809740975,114686.08809740975
GBR,26,809.9732500000002,40,259.86,13.427032640536389,14.95,8895.66,11.7,3.7916213637026823,1750.668533242926,1772.9709423297318,1772.9709423297318,32398.930000000008,3064840.313286938,3143425.9623455773,3143425.9623455773
GRC,8,286.2958333333333,60,255.0,1.1338332962579631,43.2,913.36,5.47,1.0450013225532246,203.37879085007586,205.0950979943882,205.0950979943882,17177.749999999996,41362.9325676389,42063.99922132769,42063.99922132769
MEX,15,302.44466666666665,60,572.38,13.786488403052314,30.81,2184.59,1.46,3.2991266334830427,343.4803277941192,346.3789473505623,346.3789473505623,18146.68,117978.73558155556,119978.37516768363,119978.37516768363
ESP,22,260.44851063829793,47,39.0,9.186601611686585,14.85,1972.7,6.6,2.895704488626275,366.8674452597271,370.83369507085996,370.83369507085996,12241.080000000002,134591.72239139886,137517.62939990754,137517.62939990754
AUS,31,300.05879999999996,25,445.6,6.126666669939654,8.3,1437.12,7.95,2.098656003347118,294.9846064366071,301.06740322725074,301.06740322725074,7501.469999999999,87015.91803455999,90641.58128599999,90641.58128599999
IND,3,216.01259259259248,54,438.1,1.1065699717269846,17.4,907.0,0.95,1.1647882164082892,214.85624796494696,216.87372178458787,216.87372178458787,11664.679999999995,46163.20728957477,47034.211200698825,47034.211200698825
GRC,2,470.0920754716982,53,1381.92,21.593852652308666,10.27,4406.61,1.6,4.160072638337687,657.773351916843,664.0679771748306,664.0679771748306,24914.880000000005,432665.78249191906,440986.2783090714,440986.2783090714
PRT,13,554.9115777777777,45,325.76,33.637179319541296,1579.51,10267.88,5.0,5.7528605978249425,1524.5328669525038,1541.7597738301054,1541.7597738301054,24971.020999999993,2324200.4624184207,2377023.200200658,2377023.200200658
CHN,21,291.00884615384615,26,369.3,-0.8889124637136803,13.9,706.5,13.9,0.5921936170086547,219.50758692559904,223.8546938230588,223.8546938230588,7566.23,48183.580717899415,50110.923946615396,50110.923946615396
AUS,15,403.78946428571436,56,358.25,37.80738508495832,4.15,5424.0,4.15,5.923389981430285,726.4523777686906,733.0267414356093,733.0267414356093,22612.210000000003,527733.0571657843,537328.2036597077,537328.2036597077
MEX,24,546.8307321428571,56,255.0,42.436110981768486,17.85,10065.0,1.95,6.403641385806359,1340.4299273898428,1352.560762228253,1352.560762228253,30622.520999999997,1796752.3902423393,1829420.6155194726,1829420.6155194726
CAN,9,2004.3897674418606,43,98.7,38.0008620225845,4.95,77183.6,4.95,6.323654627576432,11602.029394706951,11739.336297103548,11739.336297103548,86188.76000000001,1.3460708607564414E8,1.3781201669649282E8,1.3781201669649282E8
CAN,22,297.70959999999997,50,124.1,2.0728245604500968,9.95,1175.32,3.16,1.318707170496158,256.3931930762593,258.9962363918496,258.9962363918496,14885.479999999998,65737.46945584,67079.05046514285,67079.05046514285
MEX,13,320.19377777777777,45,100.2,32.643827671881056,14.35,4366.78,3.67,5.629610416693137,639.623791831448,646.8514087214694,646.8514087214694,14408.72,409118.59507683944,418416.74496494944,418416.74496494944
AUS,24,328.112857142857,42,430.6,7.177770986023061,35.4,1702.94,0.38,2.1179177336676185,306.6895003814406,310.4070846036305,310.4070846036305,13780.739999999996,94058.44964421768,96352.55817212543,96352.55817212543
NLD,15,290.5347999999999,50,247.8,0.008248684217745605,23.14,907.84,6.25,0.7696978549464935,227.0807261150977,229.38617330392958,229.38617330392958,14526.739999999996,51565.65617296001,52618.016503020415,52618.016503020415
ZAF,22,446.7615555555555,45,2730.96,20.34420114097216,15.0,5375.28,2.46,4.374705939664142,876.4481416488956,886.3518248337742,886.3518248337742,20104.269999999997,768161.3449998024,785619.5573861616,785619.5573861616
AUT,4,1144.4784126984123,63,30.0,21.96760354351954,4.0,22775.93,1.7,4.706697612082879,3668.9911799559154,3698.461462056022,3698.461462056022,72102.13999999997,1.3461496278594302E7,1.3678617186313566E7,1.3678617186313566E7
SWE,9,372.62674418604655,43,1.9,26.521457200661782,2.95,4186.08,1.9,4.958073217689903,639.6467807430762,647.2168286289965,647.2168286289965,16022.950000000003,409148.004114981,418889.62326057575,418889.62326057575
ZAF,25,345.58691176470586,68,962.24,5.3536206388785175,0.85,1742.8,0.85,1.7166188317694804,295.74070777634086,297.93955372257983,297.93955372257983,23499.91,87462.56623605105,88767.97767241002,88767.97767241002
DEU,23,421.95979166666683,48,517.95,15.03331286067992,7.5,3380.86,1.9,3.6397733000898094,563.9838901935703,569.9521398925007,569.9521398925007,20254.070000000007,318077.8283978732,324845.4417680407,324845.4417680407
CAN,6,476.5961999999998,50,303.4,14.877958595147202,12.5,3855.84,0.95,3.440906351202075,623.4213789657521,629.7506922905026,629.7506922905026,23829.80999999999,388654.2157515599,396585.9344403672,396585.9344403672
ZAF,10,392.719411764706,51,417.62,13.59601400222483,21.8,3056.72,1.65,3.1849607935645743,497.95665692717205,502.91157157262455,502.91157157262455,20028.690000000006,247960.83217808534,252920.04882164707,252920.04882164707
SWE,8,511.8783333333332,36,569.4,27.952610653907016,55.85,6930.0,3.75,5.3406938304242795,1110.9476081493572,1126.7065173694778,1126.7065173694778,18427.619999999995,1234204.5880527778,1269467.5762828572,1269467.5762828572
GBR,7,844.7355000000001,40,149.8,22.502620003438945,5.9,13760.02,5.9,4.675711215855188,2294.9677299865793,2324.2041663440473,2324.2041663440473,33789.420000000006,5266876.881679752,5401925.006851028,5401925.006851028
GBR,28,373.2779487179486,39,591.47,2.68409736421291,10.0,1714.96,7.5,1.6807270829658132,369.7382866241908,374.571671984917,374.571671984917,14557.839999999997,136706.40059579225,140303.93745357625,140303.93745357625
IND,28,339.28520833333334,48,2355.18,7.658994291918772,5.25,2355.18,1.25,2.5781091352978986,446.1359443739728,450.8570911336402,450.8570911336402,16285.69,199037.28086245657,203272.11662548757,203272.11662548757
PRT,15,437.512641509434,53,2671.27,16.53347917523763,3.75,4279.71,3.75,3.9082608812880757,700.086640015985,706.7861863478366,706.7861863478366,23188.170000000002,490121.3035288714,499546.7132121189,499546.7132121189
GBR,12,455.98166666666674,30,239.9,20.310964964541256,4.5,5292.72,4.5,4.523015305717619,940.8881348246927,956.9728578217207,956.9728578217207,13679.450000000003,885270.482253889,915797.0506074714,915797.0506074714
USA,29,2984.843333333334,66,449.98,60.9056198570282,116.93,168469.6,3.95,7.927804008069191,20534.66948986137,20692.025580222435,20692.025580222435,196999.66000000006,4.2167265105784345E8,4.281599226125795E8,4.281599226125795E8
FIN,28,553.381403508772,57,442.35,14.293702224802729,19.8,5735.24,2.1,3.8617703087373987,1095.0252808976823,1104.7590303746892,1104.7590303746892,31542.740000000005,1199080.3658050478,1220492.5151944237,1220492.5151944237
TUR,21,326.8561538461538,39,211.2,13.596415053527764,8.3,1978.22,5.01,3.271910690191193,328.83017158043356,333.1287876420626,333.1287876420626,12747.389999999998,108129.28174161736,110974.78915587046,110974.78915587046
NLD,18,342.7344642857143,56,2002.4,8.943914048484055,3.4,2002.4,2.93,2.43583948504305,333.402455481572,336.41973377380094,336.41973377380094,19193.13,111157.1973211416,113178.23727243509,113178.23727243509
DEU,8,533.6281578947369,38,126.43,18.461071564228696,48.33,6936.52,1.65,4.273266235573667,1215.2758547945427,1231.5890123033107,1231.5890123033107,20277.870000000003,1476895.4032466065,1516811.4952262444,1516811.4952262444
CHE,7,385.48901960784326,51,351.3,33.1327188522874,381.95,5401.98,2.55,5.589357992015758,766.9572885805844,774.5888923532401,774.5888923532401,19659.940000000006,588223.4825068818,599987.9521570194,599987.9521570194
TUR,18,403.20439024390254,41,824.88,24.633107672237006,51.0,4287.63,2.95,4.7383857663080695,669.9355133583937,678.2580127504899,678.2580127504899,16531.380000000005,448813.59205877443,460033.9318602438,460033.9318602438
CHN,23,388.7482,50,295.54,11.741666345677455,19.2,3449.3,7.7,3.411752719804626,629.939440031151,636.3349282612619,636.3349282612619,19437.41,396823.6981067601,404922.1409252654,404922.1409252654
IND,8,295.02125000000007,48,42.9,5.349671729024996,35.25,1583.24,7.25,1.955379475903435,297.88042844140915,301.0326900720605,301.0326900720605,14161.020000000002,88732.74964843749,90620.68049202126,90620.68049202126
DEU,3,232.2112765957447,47,19.9,2.930682190508751,19.2,1162.68,2.49,1.8075539111898726,261.89298051097796,264.7243382613319,264.7243382613319,10913.93,68587.93324092349,70078.97526790008,70078.97526790008
CAN,26,970.7993478260869,46,331.26,15.063160680461987,8.3,14022.92,2.08,3.89820958883953,2533.6441220180336,2561.6410395754797,2561.6410395754797,44656.77,6419352.537036532,6562004.815637344,6562004.815637344
IND,12,317.43396825396843,63,261.76,7.791214777701143,32.65,2157.64,1.65,2.732903700499026,412.4644973410348,415.7775184132372,415.7775184132372,19998.34000000001,170126.9615667925,172870.9448178698,172870.9448178698
CHN,28,295.83162790697673,43,414.88,7.1270804432993415,5.5,1519.8,4.65,2.253445632894991,275.0337278253996,278.28867813948193,278.28867813948193,12720.76,75643.55144153598,77444.58838062017,77444.58838062017
TUR,1,366.6451162790698,43,5375.28,32.74211545562813,29.7,5375.28,0.95,5.69654874995313,800.0418150507119,809.5100950968285,809.5100950968285,15765.74,640066.9058296374,655306.5940636764,655306.5940636764
FIN,19,503.5444000000001,50,149.8,13.148514721290017,109.54,4666.44,0.85,3.569519346478492,866.0604447892996,874.8531620399305,874.8531620399305,25177.220000000005,750060.6940286395,765368.0551312648,765368.0551312648
AUS,17,269.97185185185197,54,301.12,1.437878045731253,4.95,959.7,3.3,1.2769762166052847,228.67373342719884,230.82095174083236,230.82095174083236,14578.480000000005,52291.6763595336,53278.311762543664,53278.311762543664
FIN,4,354.03238095238095,63,223.68,27.012276808183543,19.6,3694.36,4.25,4.756614451602148,510.94412496591866,515.0481597704718,515.0481597704718,22304.04,261063.89883718832,265274.6068829494,265274.6068829494
ITA,12,396.9866666666667,33,314.1,3.154748723542447,13.61,1648.73,12.25,1.488999006914334,344.8745526662814,350.2217638303146,350.2217638303146,13100.560000000001,118938.45707676769,122655.28386041668,122655.28386041668
IND,17,262.4379661016949,59,93.45,0.892013564573475,3.75,969.95,3.75,1.1259456061345607,228.26507973488134,230.22447258078859,230.22447258078859,15483.839999999997,52104.94662637173,53003.30777510228,53003.30777510228
DNK,18,643.022894736842,38,428.82,30.510672566000324,41.0,13464.26,8.85,5.615909229437108,2146.585784326636,2175.4003056286515,2175.4003056286515,24434.869999999995,4607830.529473198,4732366.48972923,4732366.48972923
SWE,31,242.2834615384615,26,172.54,0.3113132969729815,5.95,814.83,3.2,1.0981669788244528,224.09351576350554,228.5314419495454,228.5314419495454,6299.369999999999,50217.903807248505,52226.619959538446,52226.619959538446
