counterparty_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
BRA,8,281.6242666666667,75,105.72,34.7165211268015,25.68,3599.4,1.95,5.289679173865753,455.92649844808204,458.9967452489366,458.9967452489366,21121.820000000003,207868.97198712896,210678.0121491172,210678.0121491172
BRA,18,342.71187499999996,64,707.88,16.62893569025582,17.85,2862.06,2.1,3.5330244387971765,429.9644707664628,433.36345228249974,433.36345228249974,21933.559999999998,184869.44612148445,187803.8817742064,187803.8817742064
ESP,8,259.951111111111,81,326.4,10.749155651602166,8.32,1790.0,1.69,2.798862634446425,283.96491319079684,285.73418210375183,285.73418210375183,21056.039999999994,80636.0719234568,81644.0228225,81644.0228225
ESP,10,273.92780487804885,41,182.25,2.3054047983744663,5.2,966.62,2.55,1.3405588339954022,196.24044110338147,198.67830403081504,198.67830403081504,11231.040000000003,38510.31072444974,39473.06849256098,39473.06849256098
ITA,23,295.58064516129025,31,529.59,10.35234099420289,14.45,1635.66,14.45,2.845441125932086,298.5269052545752,303.461568570997,303.461568570997,9162.999999999998,89118.31316087411,92088.92359956991,92088.92359956991
IND,4,377.7992307692308,65,363.66,18.966775514840073,52.45,4655.85,1.9,4.296178266106079,767.8694029271619,773.8451304288615,773.8451304288615,24556.95,589623.4199517161,598836.2858884616,598836.2858884616
ZAF,11,272.786511627907,43,144.12,1.0445305186196112,16.25,1090.14,4.25,1.1923975088942478,261.6975719723119,264.7946924630272,264.7946924630272,11729.82,68485.61917620337,70116.22915658916,70116.22915658916
GBR,2,713.329193548387,62,286.92,9.070077295038393,62.5,7786.0,3.67,3.143445080557768,1524.1733971654173,1536.6158354273928,1536.6158354273928,44226.409999999996,2323104.544626769,2361188.225686224,2361188.225686224
ESP,11,289.0144186046512,43,69.7,13.372508929271788,9.9,2068.49,5.88,3.1913038001010237,347.6516940733985,351.7660585179434,351.7660585179434,12427.620000000003,120861.70039210386,123739.3599252492,123739.3599252492
CHN,2,324.9090909090908,44,22.2,0.4785099847455845,62.4,1003.2,2.95,0.8157572971376561,246.97366942668737,249.82895121316628,249.82895121316628,14295.999999999996,60995.99339008264,62414.50486427062,62414.50486427062
GBR,3,588.5474,50,149.8,41.408886544114345,125.0,13760.02,7.5,6.479380951733804,1919.0311925342019,1938.5142422134875,1938.5142422134875,29427.370000000003,3682680.7179192407,3757837.467264531,3757837.467264531
IND,10,297.903488372093,43,370.8,14.070860037569627,20.35,2157.64,1.9,3.4629504368235415,364.3459126688935,368.6578487076221,368.6578487076221,12809.85,132747.94407852896,135908.60941373202,135908.60941373202
SWE,27,346.8675,36,529.01,8.0536151237158,109.54,1700.4,16.65,2.536779129519212,313.39396882602546,317.8394953914858,317.8394953914858,12487.23,98215.77969652781,101021.94483071432,101021.94483071432
GBR,25,307.99242424242425,33,241.89,-0.2138188139443571,5.88,797.48,4.95,0.4860506429893314,199.7965527204399,202.89435842684088,202.89435842684088,10163.75,39918.66247897152,41166.12068143938,41166.12068143938
NLD,26,433.10685185185207,54,113.7,43.01559700181408,3.75,6591.6,3.75,6.505971510386865,872.3292963007337,880.5203614154873,880.5203614154873,23387.77000000001,760958.4011845334,775316.1068672604,775316.1068672604
FIN,6,378.6454166666667,72,353.0,20.294497803737755,1.65,3609.8,1.65,4.012839503081726,514.2461092272667,517.8548981281502,517.8548981281502,27262.47,264449.06085538195,268173.6955153169,268173.6955153169
FRA,8,1471.9365624999998,64,253.24,26.968503020112625,51.19,38970.0,2.1,5.3790080022637685,6738.440696658384,6791.709831510443,6791.709831510443,94203.93999999999,4.5406583022381924E7,4.612732243543561E7,4.612732243543561E7
GRC,17,821.8145238095242,42,408.17,18.217120611455613,37.65,11134.34,10.95,4.2258264131089875,1917.1563560427849,1940.3954633869598,1940.3954633869598,34516.210000000014,3675488.4935152493,3765134.5543326945,3765134.5543326945
NOR,17,332.2891666666667,36,144.0,1.5342007255910977,2.95,1292.31,2.95,1.3455170121248015,292.5676531578731,296.71775623477606,296.71775623477606,11962.41,85595.83167430555,88041.426865,88041.426865
ESP,30,362.3133333333334,39,102.64,16.702240354562313,59.85,2732.92,7.5,3.7371986392613454,451.52832552391146,457.4309070998323,457.4309070998323,14130.220000000001,203877.82875042735,209243.03477017544,209243.03477017544
FRA,7,798.4287719298246,57,231.9,20.307714317201235,3.18,10901.54,3.18,4.466642478981994,1791.5827445204434,1807.5082376635742,1807.5082376635742,45510.44,3209768.730463404,3267086.0292216795,3267086.0292216795
USA,14,336.00711864406776,59,60.0,1.3270377841915382,29.9,1281.53,2.5,1.3339393239316206,308.0219994292222,310.66601358489,310.66601358489,19824.42,94877.55213237576,96513.37199672706,96513.37199672706
TUR,16,399.44624999999996,40,587.66,26.369113584887067,39.0,4287.63,13.43,5.005335620030785,664.4358959887985,672.9003887713648,672.9003887713648,15977.849999999999,441475.0598784375,452794.9332086538,452794.9332086538
CHN,4,381.9374468085107,47,168.3,25.362901115759513,79.2,4655.85,7.15,4.881866317545729,712.2168645928726,719.9167301469756,719.9167301469756,17951.06,507252.8622105023,518280.0983455133,518280.0983455133
RUS,28,311.7757894736842,38,743.9,17.953294310913332,10.95,2843.29,7.5,3.985764038516604,477.6298676614262,484.0412937021173,484.0412937021173,11847.48,228130.29048227152,234295.97400881938,234295.97400881938
RUS,30,404.53846153846155,39,421.1,6.008784932529645,11.9,2297.52,3.75,2.4137582099780124,493.0342946647645,499.4794609577289,499.4794609577289,15777.0,243082.81571558185,249479.73191862347,249479.73191862347
FRA,1,396.4911864406782,59,70.05,21.02519145648147,23.7,4913.52,0.55,4.364208286701247,761.2630128983459,767.7975792151003,767.7975792151003,23392.980000000014,579521.3748070671,589513.1226485682,589513.1226485682
DNK,20,307.73121951219514,41,215.01,4.763517724499536,5.9,1652.27,4.95,2.02136219863175,347.5945913595539,351.91270215917984,351.91270215917984,12616.980000000001,120821.99994241523,123842.54994097562,123842.54994097562
NOR,21,260.7057500000001,40,762.3,0.7191029500374602,66.0,1141.24,1.95,1.1712097345447592,280.60542035826313,284.1801558138736,284.1801558138736,10428.230000000003,78739.40193443754,80758.36095839748,80758.36095839748
IND,22,433.1094444444446,54,600.72,42.96179683710453,16.95,7138.12,4.95,6.4934578526575715,950.0091596330682,958.9296291382951,958.9296291382951,23387.910000000007,902517.4033867284,919546.0336393082,919546.0336393082
AUT,23,241.43090909090907,33,353.69,0.43162966003831116,17.16,797.2,1.0,1.128181966168664,229.23296269084437,232.78717406361275,232.78717406361275,7967.219999999999,52547.75118402205,54189.868408522736,54189.868408522736
PRT,27,806.9502702702704,37,178.1,28.78592977189953,32.0,15719.56,7.2,5.431043276211841,2546.8135263357926,2581.9436482753395,2581.9436482753395,29857.160000000003,6486259.137926955,6666433.00286937,6666433.00286937
JPN,2,419.2818461538462,65,22.2,3.7741274612710347,2.95,2044.1,2.95,2.023894414511052,479.5682112256089,483.3003158489176,483.3003158489176,27253.32,229985.66921813024,233579.19529966352,233579.19529966352
GBR,19,1847.3213157894734,38,193.64,10.798474598458188,545.58,22206.0,5.1,3.4540998561209704,5054.831101348373,5122.684219314298,5122.684219314298,70198.20999999999,2.5551317463158797E7,2.624189361081174E7,2.624189361081174E7
BRA,21,416.583870967742,62,661.58,33.399880849537865,24.86,7952.68,3.6,5.619575706612766,1105.6966024701567,1114.722846950146,1114.722846950146,25828.2,1222564.9767140476,1242607.0255126387,1242607.0255126387
BRA,24,306.1214285714286,49,15.0,7.716002501609664,16.2,1820.89,1.0,2.482490889130302,332.1493941783745,335.59144874509735,335.59144874509735,14999.950000000003,110323.2200530612,112621.62047083331,112621.62047083331
TUR,29,319.4978125,32,103.65,1.3968123747258314,1.65,1290.7,1.65,1.2514010996312253,304.74509736350126,309.6213285428006,309.6213285428006,10223.93,92869.57436708985,95865.36708860888,95865.36708860888
USA,7,339.03711538461533,52,39.6,4.0718308298187305,44.78,1396.96,2.08,1.768212736845688,278.5684322798132,281.28623744127407,281.28623744127407,17629.929999999997,77600.37146283287,79121.94737386881,79121.94737386881
NLD,7,387.93129032258065,62,1644.94,4.113878152837081,3.18,2002.5,0.84,1.9179154592574639,401.2759603278581,404.55173680557374,404.55173680557374,24051.74,161022.39633704477,163662.10775240618,163662.10775240618
MEX,17,1385.3068085106383,47,198.3,19.190455610380884,9500.0,22998.4,2.95,4.228753323349737,3844.831160473127,3886.3981107738496,3886.3981107738496,65109.420000000006,1.4782726652545132E7,1.5104090275426548E7,1.5104090275426548E7
BRA,19,393.3110204081633,49,279.88,5.610471825713246,11.89,2064.8,1.25,2.168061313243109,394.09005965043735,398.1740035422375,398.1740035422375,19272.24,155306.97511528528,158542.53709685372,158542.53709685372
IND,30,440.5935714285714,28,155.21,2.3618935344290053,36.0,1799.6,2.1,1.604066629756395,424.0962040724645,431.878434912335,431.878434912335,12336.619999999999,179857.59030867345,186518.982542328,186518.982542328
FRA,31,187.44733333333335,15,312.38,0.20737439035862915,9.75,664.21,9.75,1.1226280260688042,193.33336295861844,200.11904287436613,200.11904287436613,2811.71,37377.78923288889,40047.63132095239,40047.63132095239
GRC,22,393.79509803921576,51,662.9,10.593764972013485,14.85,2949.28,2.1,2.86188695742445,512.2704592929462,517.367803340612,517.367803340612,20083.550000000003,262421.023464206,267669.44393349014,267669.44393349014
ITA,28,320.60543478260877,46,2938.76,20.02372959150745,9.95,2938.76,2.95,4.097920254945324,460.53886694169626,465.62784868846836,465.62784868846836,14747.850000000004,212096.04796394138,216809.2934742512,216809.2934742512
NLD,31,217.70000000000005,25,276.66,0.7293936620372845,51.0,779.92,3.9,0.8855406198090912,190.20609060700446,194.1282783153105,194.1282783153105,5442.500000000001,36178.356903999986,37685.78844166665,37685.78844166665
ZAF,7,438.9272916666667,48,1830.02,2.3160816164668514,338.95,2022.16,0.84,1.8164960785268878,516.1990840821479,521.66166037507,521.66166037507,21068.510000000002,266461.4944072484,272130.8879052749,272130.8879052749
ZAF,13,300.85041666666666,48,539.2,-0.6428151242171394,1.25,821.6,0.72,0.5759305587133134,238.03258922500453,240.5515227507302,240.5515227507302,14440.82,56659.51353315974,57865.03509769506,57865.03509769506
DEU,26,424.5771875000002,64,174.6,49.792554768361136,987.14,8107.72,4.15,6.9191418495026245,1007.8327211498023,1015.7999022155745,1015.7999022155745,27172.940000000013,1015726.793820215,1031849.4413411708,1031849.4413411708
GBR,1,671.51,54,259.86,13.930456733218808,1.7,8142.75,1.7,3.8405292936147597,1557.498082627677,1572.122798620832,1572.122798620832,36261.54,2425800.27738889,2471570.093943397,2471570.093943397
TUR,9,426.6317647058824,51,524.35,3.0836199027463485,179.0,1974.06,1.25,2.0039201007353658,509.331515703714,514.3996158113101,514.3996158113101,21758.22,259418.59288904266,264606.9647468235,264606.9647468235
USA,13,376.07395348837196,43,223.48,1.8059457308169105,43.57,1608.66,9.95,1.4638192523478666,379.2442225166745,383.7324760518126,383.7324760518126,16171.179999999995,143826.1803122769,147250.61317685494,147250.61317685494
DNK,2,498.48361702127676,47,184.5,9.502443085760799,2.55,4146.34,2.25,3.1265229820416596,825.4612953010629,834.385460551723,834.385460551723,23428.730000000007,681386.3500401085,696199.096780111,696199.096780111
TUR,11,592.0638775510204,49,12797.52,40.00110501057253,8.67,12797.52,1.7,6.342840199334614,1801.5870878175963,1820.2568827100754,1820.2568827100754,29011.129999999997,3245716.0349910874,3313335.1190534015,3313335.1190534015
RUS,23,315.42885714285717,35,115.68,-0.08702581869191617,30.55,964.99,6.2,1.057034285322996,275.3737092624849,279.3939760684924,279.3939760684924,11040.01,75830.67975297957,78060.99386336132,78060.99386336132
DEU,30,334.43235294117636,34,199.6,21.46207752266076,25.0,3226.13,1.64,4.52594900063539,538.7120383571674,546.8134258624112,546.8134258624112,11370.699999999997,290210.6602709342,299004.92270338675,299004.92270338675
GBR,31,488.440625,16,848.05,2.671714508227085,15.8,2105.98,12.75,1.6983955735682281,533.4398279617482,550.93428530656,550.93428530656,7815.05,284558.05005585944,303528.58672625007,303528.58672625007
CHE,11,208.5643478260869,46,71.5,1.7887188502494062,29.05,1011.08,1.65,1.349873572237566,226.33461737044743,228.83562829295593,228.83562829295593,9593.959999999997,51227.359020226846,52365.74477623189,52365.74477623189
AUT,7,495.0544642857144,56,1830.02,18.797587860994117,16.95,4961.2,1.65,3.992351151320489,764.2473967148512,771.16380372412,771.16380372412,27723.050000000007,584074.0833854272,594693.6121742532,594693.6121742532
CHE,10,282.0881249999999,48,401.92,2.247216708744274,7.63,1136.32,1.65,1.2983754014061577,238.03589130332367,240.55485977265013,240.55485977265013,13540.229999999994,56661.085548567724,57866.64056023937,57866.64056023937
DEU,21,486.0914583333333,48,324.0,34.54639296495713,11.1,6936.52,1.45,5.781396397668059,990.5565959852858,1001.038968280944,1001.038968280944,23332.39,981202.3698499566,1002079.0160169769,1002079.0160169769
AUT,8,368.0019718309858,71,127.05,20.253188568852636,17.85,3782.52,1.65,3.9452394733463096,543.9554562376958,547.8270741800078,547.8270741800078,26128.139999999992,295887.53837075975,300114.5032046278,300114.5032046278
USA,10,450.73695652173893,46,132.65,4.406626388760114,196.7,2159.3,2.1,1.8403242465351939,418.1667776392238,422.7875452904847,422.7875452904847,20733.89999999999,174863.45392117204,178749.30845275364,178749.30845275364
NLD,21,307.28812500000004,48,383.7,24.575478912654052,24.86,2843.6,2.0,4.52395321237865,420.9783625113461,425.43328405964104,425.43328405964104,14749.830000000002,177222.78170273433,180993.47918577123,180993.47918577123
PRT,26,830.110888888889,45,156.0,17.84064653648758,491.12,10174.94,9.9,3.994721005094432,1701.129982105126,1720.35239995106,1720.35239995106,37354.990000000005,2893843.2160169864,2959612.3800173723,2959612.3800173723
RUS,31,367.78565217391304,23,463.0,0.8336578350949,14.85,1487.6,0.65,1.3252918724580431,402.4254191429771,411.46981626653854,411.46981626653854,8459.07,161946.21797240077,169307.40969841898,169307.40969841898
MEX,29,436.25499999999994,50,549.26,3.932247893207423,6.17,2157.5,6.0,2.073859585140931,500.35462701667905,505.43449965937066,505.43449965937066,21812.749999999996,250354.752777,255464.03344591835,255464.03344591835
CHN,1,293.142,50,34.8,24.905378160804826,96.75,2900.99,1.65,4.64399446243011,428.29211610301684,432.6403708931133,432.6403708931133,14657.1,183434.13671600004,187177.69052653064,187177.69052653064
FIN,16,427.43027397260266,73,204.0,23.42455549177112,27.5,5176.12,4.41,4.771656966692233,812.1012985636042,817.7214438133234,817.7214438133234,31202.409999999996,659508.5191286922,668668.3596721463,668668.3596721463
JPN,19,324.41979166666675,48,259.55,3.1920189798782337,65.2,1809.7,2.95,1.7223471930715433,381.2944916962127,385.3294664088569,385.3294664088569,15572.150000000003,145385.4893978732,148478.79768293435,148478.79768293435
RUS,22,411.28204081632646,49,110.4,2.5979001211449377,4.25,1695.54,2.71,1.7032093730684852,401.2907293231841,405.4492935465728,405.4492935465728,20152.819999999996,161034.24944073302,164389.12963741497,164389.12963741497
BRA,10,483.0491489361705,47,115.08,39.859119848099006,15.22,9341.26,2.55,6.387507268824283,1322.274146235769,1336.5694173221982,1336.5694173221982,22703.310000000016,1748408.917803532,1786417.8073210001,1786417.8073210001
BRA,17,326.7740677966102,59,613.22,16.608286189804076,2.5,2949.12,1.79,3.5686152925047967,455.38529368600274,459.2942520234588,459.2942520234588,19279.670000000002,207375.76570548696,210951.20994178846,210951.20994178846
CAN,18,3629.1191304347826,46,77183.6,18.03652266280905,54.9,77183.6,2.95,4.47564794925313,15683.542665449033,15856.846740475768,15856.846740475768,166939.48,2.4597351053896013E8,2.5143958855093703E8,2.5143958855093703E8
NLD,3,433.16111111111115,36,175.53,10.751065901052533,13.45,2487.4,10.5,2.9515881634217256,439.45527301660496,445.6889925034386,445.6889925034386,15593.800000000001,193120.9369820988,198638.67803873017,198638.67803873017
CAN,8,243.4113698630136,73,164.25,15.648120921265946,52.5,1732.93,4.95,3.2329250757197485,248.16010842712382,249.87749991142923,249.87749991142923,17769.02999999999,61583.43941456184,62438.76496198631,62438.76496198631
NOR,13,319.30542857142865,35,310.74,5.8413473789116175,26.25,1488.0,7.9,1.9821935772154586,283.88940769595325,288.03399784362523,288.03399784362523,11175.690000000002,80593.19580195917,82963.5839137815,82963.5839137815
PRT,17,622.3854000000001,50,224.8,27.988374145360254,5.5,11134.34,0.77,5.263371436759044,1697.6153565530803,1714.8504720930027,1714.8504720930027,31119.270000000004,2881897.898804842,2940712.141637594,2940712.141637594
GRC,8,514.6500000000001,67,48.8,21.899531576946256,6.9,6207.08,1.65,4.291668627584738,909.4573018129524,916.321227881722,916.321227881722,34481.55,827112.5838208956,839644.5926666668,839644.5926666668
MEX,15,624.8425862068966,58,123.1,28.255329875277383,17.85,10065.0,2.95,4.997415950510165,1453.0767929009978,1465.7676608683862,1465.7676608683862,36240.87,2111432.1660674494,2148474.83564758,2148474.83564758
ESP,22,366.840566037736,53,351.08,11.253526651508926,12.5,2736.99,3.75,3.2205440879002016,497.03195068862516,501.7883456713562,501.7883456713562,19442.550000000007,247040.76000533992,251791.54385159645,251791.54385159645
GBR,26,494.84081081081115,37,307.85,26.814735274354934,3.95,6591.6,1.95,5.158341725775418,1058.0826088180104,1072.677541146397,1072.677541146397,18309.11000000001,1119538.8070831266,1150637.1072798802,1150637.1072798802
AUS,31,512.5872222222222,18,162.3,0.3480404631475813,23.0,1595.48,23.0,1.1934980249267895,445.2448220773919,458.1531421698048,458.1531421698048,9226.57,198242.9515867284,209904.30168006537,209904.30168006537
GRC,2,296.94783333333345,60,485.25,4.672605770933939,91.25,1714.25,1.45,2.0436961287545548,349.9510019326118,352.9042273022078,352.9042273022078,17816.870000000006,122465.70375363888,124541.39364776836,124541.39364776836
IND,3,366.43125000000003,40,304.95,13.494772568645889,212.55,2355.18,3.75,3.352172081692157,397.620072639621,402.6855007048114,402.6855007048114,14657.250000000002,158101.7221659375,162155.61247788463,162155.61247788463
PRT,13,233.57590163934415,61,1121.92,4.595483392547903,19.65,1246.32,1.17,2.1124790223667413,261.72098838628125,263.89298403820857,263.89298403820857,14248.129999999994,68497.87576189198,69639.50702459019,69639.50702459019
CHN,21,332.1674999999999,44,150.0,5.596796103168401,30.81,1636.52,5.35,2.0454230054456017,309.8940699154309,313.4767793419919,313.4767793419919,14615.369999999995,96034.33456874998,98267.6911866279,98267.6911866279
CAN,9,342.6745454545453,55,365.8,4.244126654448616,36.85,1687.17,8.4,2.026447713903942,357.6145949320718,360.91065165883936,360.91065165883936,18847.09999999999,127888.19850842976,130256.49848080809,130256.49848080809
MEX,13,240.20035714285706,56,97.63,0.48537046213076174,1.65,850.5,1.65,0.8903238201262242,193.9933939685676,195.7490260787502,195.7490260787502,13451.219999999996,37633.436903443886,38317.68121077923,38317.68121077923
AUS,15,324.48690909090914,55,238.65,3.545556924911417,40.0,1761.26,0.79,1.7882912098162664,361.27949128755114,364.60932657497193,364.60932657497193,17846.780000000002,130522.87082499173,132939.96102545454,132939.96102545454
CAN,22,400.1645901639344,61,135.34,7.098146137195421,38.16,2949.28,1.06,2.7434882504774953,646.2050274007056,651.5678166764985,651.5678166764985,24410.039999999997,417580.9374379467,424540.6197285791,424540.6197285791
MEX,24,270.3039444444445,36,288.99,4.307183941586287,13.9,1086.0,3.75,1.678115112754816,209.6851603305066,212.65956648811056,212.65956648811056,9730.942000000001,43967.86646283025,45224.09121891112,45224.09121891112
NLD,15,316.97395833333337,48,123.1,-0.29862946618425346,9.9,987.72,2.95,0.761111821438242,256.63917935124715,259.3550134939052,259.3550134939052,15214.750000000002,65863.6683780816,67265.02302442375,67265.02302442375
AUS,24,465.2964,25,301.28,5.959828144156157,78.15,2182.71,38.16,2.2208759113436574,448.4198612985826,457.66660446297226,457.66660446297226,11632.41,201080.37200704004,209458.7208406667,209458.7208406667
SWE,9,624.7340624999999,64,464.61,36.20860738441111,29.64,11816.64,1.25,5.742031032239289,1587.0420350073816,1599.5880170801506,1599.5880170801506,39982.979999999996,2518702.420880371,2558681.8243864086,2558681.8243864086
ZAF,22,285.770243902439,41,433.5,1.7986280081648962,4.15,1082.14,4.15,1.109869750326252,225.4643411694295,228.26524783119973,228.26524783119973,11716.58,50834.169138964906,52105.02336743903,52105.02336743903
AUT,4,572.0241860465115,43,474.66,15.022527558188543,14.85,6207.67,4.34,3.997861237136678,1191.9464368393847,1206.05280284633,1206.05280284633,24597.039999999997,1420736.308294105,1454563.3632534887,1454563.3632534887
ZAF,25,384.13686274509803,51,214.4,15.013390498550852,33.6,3096.0,1.45,3.5692639993009583,508.3139852395935,513.3719604165783,513.3719604165783,19590.98,258383.10759015768,263550.76974196086,263550.76974196086
CAN,6,327.47984126984124,63,210.19,33.99955823647338,14.11,3895.86,2.75,5.383273279039409,514.3814386061325,518.5130827991184,518.5130827991184,20631.23,264588.26438251446,268855.81703384535,268855.81703384535
ZAF,10,480.5227450980395,51,188.98,25.04332514200171,36.05,5375.28,12.9,4.786580863860786,803.3077996391496,811.3011089480366,811.3011089480366,24506.660000000014,645303.4209610921,658209.4893803139,658209.4893803139
DEU,23,284.90275,40,1262.85,4.89820621640469,303.96,1262.85,1.65,1.920829949698554,245.84611666637628,248.97804059268316,248.97804059268316,11396.11,60440.31307993749,61990.06469737178,61990.06469737178
GBR,7,930.35350877193,57,178.4,22.88489672571637,61.2,16488.0,1.45,4.95165193646553,2929.1823901083762,2955.2200789683106,2955.2200789683106,53030.15000000001,8580109.47452102,8733325.715137469,8733325.715137469
SWE,8,370.13649122807004,57,1149.29,6.108880074970493,98.75,2243.7,2.9,2.402066285383452,433.808433809013,437.66458461152985,437.66458461152985,21097.77999999999,188189.75724382885,191550.28862318295,191550.28862318295
GBR,12,622.4788888888886,45,350.24,25.730529460595662,6.67,8915.52,4.95,4.920741628758012,1387.034733102275,1402.7079394339403,1402.7079394339403,28011.54999999999,1923865.350832099,1967589.5633510104,1967589.5633510104
PRT,15,629.6090909090909,66,306.18,47.04592446125603,30.0,13031.5,5.93,6.667882910556879,1637.125598947581,1649.670806154719,1649.670806154719,41554.200000000004,2680180.226729476,2721413.76867916,2721413.76867916
GBR,28,370.45096774193536,31,335.82,2.524734264464091,182.88,1466.32,2.88,1.7146555328293345,342.94850926741304,348.61746371780094,348.61746371780094,11483.979999999996,117613.6800087409,121534.13600903227,121534.13600903227
IND,28,289.5337931034483,29,564.5,-0.27368705006872274,19.15,845.1,1.65,0.6459797174366785,237.85040345465765,242.06047195179784,242.06047195179784,8396.480000000001,56572.814423543416,58593.27208152711,58593.27208152711
CHE,7,343.1422580645162,62,166.74,8.990630804886653,16.95,2169.39,3.95,2.957788554420565,421.4280862902423,424.8683726482646,424.8683726482646,21274.820000000007,177601.63191425588,180513.13407678466,180513.13407678466
DEU,8,337.8365624999999,64,316.46,22.596977972039127,4.85,4358.0,3.75,4.660966011782627,678.7427733460104,684.1084123641231,684.1084123641231,21621.539999999994,460691.7523694336,468004.3198673611,468004.3198673611
TUR,21,288.89388888888897,54,69.29,2.246732904284351,12.75,1320.0,2.1,1.4119285517617768,274.6605290604485,277.2395577455188,277.2395577455188,15600.270000000004,75438.40622376546,76861.77237893085,76861.77237893085
NLD,18,314.54596153846154,52,302.22,1.5004659540093321,41.66,1224.6,1.65,1.2413930598435765,267.317501644793,269.9255390299813,269.9255390299813,16356.390000000001,71458.64668561393,72859.79662062596,72859.79662062596
FIN,28,322.59906976744185,43,622.62,14.84736296126919,16.3,2163.95,6.75,3.4430220820652897,352.6278656681095,356.8011217672278,356.8011217672278,13871.76,124346.41164564627,127307.04049435214,127307.04049435214
USA,29,281.6715217391304,46,209.32,3.0984109374283904,19.95,1272.0,2.25,1.777312462963931,293.79572710486383,297.042187284099,297.042187284099,12956.89,86315.92926507561,88234.06102652173,88234.06102652173
TUR,18,366.13055555555576,54,1019.42,32.81842406371049,7.83,5350.4,2.9,5.472636739433648,752.702022113755,759.7698017943023,759.7698017943023,19771.05000000001,566560.3340941358,577250.1517185534,577250.1517185534
TUR,1,232.26749999999998,52,362.45,0.0012025295309672224,27.35,728.5,1.65,0.7318865283891716,177.28325343787898,179.0128871127746,179.0128871127746,12077.91,31429.35194951923,32045.61375245098,32045.61375245098
DEU,3,324.8194285714286,35,89.14,5.190515922326448,9.95,1476.19,2.5,1.8885828831064924,284.3631210662357,288.51462710338456,288.51462710338456,11368.68,80862.38462253062,83240.69005260504,83240.69005260504
IND,8,256.8901298701298,77,225.0,35.8132790085249,52.5,3277.24,1.69,5.376606910976075,409.61506379087024,412.3010929893905,412.3010929893905,19780.539999999994,167784.50048439868,169992.191280246,169992.191280246
IND,12,349.50078431372543,51,346.9,19.643616596867172,13.95,3134.96,7.2,3.9975540058868226,480.61689564535396,485.39927110305035,485.39927110305035,17824.539999999997,230992.60037977705,235612.45238737258,235612.45238737258
CAN,26,251.3591666666667,60,683.93,12.88708898754582,11.75,1826.88,0.0,3.2185862065424473,301.8582852393469,304.4056577031161,304.4056577031161,15081.550000000003,91118.42436763892,92662.80444166668,92662.80444166668
CHN,28,328.7702380952381,42,313.7,21.421550601171315,3.75,2505.84,3.75,4.239681552651306,385.172576945576,389.84150592127344,389.84150592127344,13808.35,148357.91403089566,151976.39973896628,151976.39973896628
CHN,23,285.73606060606056,33,634.2,-0.9496705408231616,54.0,760.74,9.9,0.6173762377149006,240.35575419654563,244.0824222334972,244.0824222334972,9429.289999999999,57770.88857539026,59576.2288433712,59576.2288433712
ITA,12,594.8632558139535,43,147.09,5.259701169552956,12.48,4400.28,1.65,2.6105699547480765,1145.154709058026,1158.7073075316487,1158.7073075316487,25579.120000000003,1311379.307677772,1342602.6245272425,1342602.6245272425
IND,17,456.6813333333334,45,25.95,24.909576442767225,13.38,4406.61,13.38,4.701175042706193,664.4280612396399,671.9359612567257,671.9359612567257,20550.660000000003,441464.64856266667,451497.93603000004,451497.93603000004
AUS,17,256.6793617021276,47,29.43,9.361702388516482,12.75,1683.9,1.79,2.667709015806875,296.0682892287295,299.2691205137309,299.2691205137309,12063.929999999998,87656.43188682663,89562.006493062,89562.006493062
FIN,19,421.81090909090915,55,2062.44,38.973137356321864,21.88,7722.04,2.1,6.100971790819039,1053.946028025194,1063.660021650041,1063.660021650041,23199.600000000002,1110802.2299900828,1131372.641656566,1131372.641656566
FIN,4,456.0837142857146,70,307.3,29.53919300756047,23.13,6549.12,2.5,5.1278642261776675,898.0742687871827,904.5586437437386,904.5586437437386,31925.860000000022,806537.3922576329,818226.3399715117,818226.3399715117
DNK,18,1708.594363636363,55,79.2,49.943469280300974,59.4,77183.6,4.25,7.204443215230842,10274.488795911015,10369.186547036898,10369.186547036898,93972.68999999996,1.0556512001730096E8,1.07520029647251E8,1.07520029647251E8
RUS,3,356.3486363636363,44,215.58,2.1178368900494755,13.3,1368.4,4.95,1.5119709587604968,320.1031294796818,323.8038666372902,323.8038666372902,15679.339999999997,102466.01350268592,104848.94404926001,104848.94404926001
GRC,18,325.1453968253968,63,405.0,2.152367622277464,41.66,1519.8,2.1,1.4860160903610944,320.27076121359346,322.8432584528737,322.8432584528737,20484.16,102573.36048833458,104227.76952846901,104227.76952846901
ESP,24,265.27105128205125,39,111.78,7.561474379767489,13.9,1480.2,3.25,2.351277439196948,275.36909442334996,278.9688432130529,278.9688432130529,10345.570999999998,75828.13816353584,77823.61548362889,77823.61548362889
